rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,temperature,humidity,pressure,wind_speed,elevation_m,slope_deg,drainage_proximity_m,soil_saturation_pct,historical_flood_events,predicted_rainfall_6h_mm,rainfall_category,flood_probability,water_depth_m,flood_risk_level
4.7,10.3,21.5,40.6,66.8,32.5,63.3,1012.0,36.2,22.2,2.5,49.5,50.3,3,57.6,MODERATE,0.59,0.83,HIGH
10.7,27.6,42.8,62.8,104.5,33.7,68.8,1005.1,36.8,4.9,2.1,99.9,63.6,7,67.9,MODERATE,0.9,1.73,CRITICAL
1.0,2.1,3.6,5.1,9.1,30.0,57.9,1017.4,14.8,6.5,3.7,559.2,32.6,5,17.7,LOW,0.12,0.0,LOW
26.7,69.1,139.3,222.9,315.7,29.3,76.3,1002.8,37.4,40.0,2.1,19.7,91.7,1,66.1,MODERATE,0.98,1.37,CRITICAL
1.7,3.9,7.7,13.6,18.3,31.2,54.6,1022.0,10.8,22.2,0.9,1329.3,34.3,5,9.8,LOW,0.05,0.0,LOW
1.4,3.5,5.8,10.9,15.6,32.2,58.7,1010.3,34.1,14.4,0.7,95.4,43.0,4,35.5,LOW,0.32,0.4,MODERATE
0.1,0.1,0.3,0.4,0.6,28.8,72.4,997.7,73.0,6.3,9.3,895.0,31.5,6,73.6,MODERATE,0.15,0.0,LOW
3.6,7.7,13.0,22.8,31.6,31.3,76.7,995.9,42.8,9.5,0.4,290.7,48.4,6,84.2,MODERATE,0.65,1.38,CRITICAL
2.1,5.4,10.3,19.5,28.5,28.9,71.4,1009.1,32.4,17.4,0.7,330.9,52.4,4,50.0,MODERATE,0.37,0.29,MODERATE
17.7,44.7,77.9,133.7,201.5,30.5,73.0,1003.1,31.5,5.0,2.4,48.4,90.0,4,82.4,MODERATE,0.98,1.95,CRITICAL
13.4,28.0,48.1,84.9,148.8,33.2,59.4,1011.1,25.8,13.8,1.4,187.7,82.5,7,42.3,MODERATE,0.91,1.72,CRITICAL
0.6,1.5,2.5,4.2,5.9,26.1,77.7,1009.0,38.8,11.5,2.1,79.5,40.4,5,67.4,MODERATE,0.44,0.62,HIGH
4.6,9.1,16.3,31.4,56.0,35.9,70.3,1004.4,29.5,13.7,0.7,298.6,43.2,4,64.5,MODERATE,0.58,0.85,HIGH
8.3,16.3,26.6,41.0,69.9,29.0,80.6,997.8,37.2,4.0,0.8,319.1,54.8,5,104.0,HIGH,0.88,1.99,CRITICAL
1.1,2.6,5.6,8.8,15.2,23.9,78.0,992.1,45.3,4.0,5.9,485.0,41.7,7,87.0,MODERATE,0.47,0.85,HIGH
4.1,10.1,16.3,24.0,42.4,30.6,74.2,1001.2,41.2,61.9,5.3,815.3,49.6,0,96.9,HIGH,0.1,0.0,LOW
1.9,5.1,11.0,20.7,34.8,31.8,66.9,1012.3,23.7,71.9,0.7,255.0,45.5,1,55.2,MODERATE,0.07,0.0,LOW
5.6,12.4,22.4,36.8,62.4,30.7,73.2,1006.8,46.5,12.0,4.2,116.0,53.0,4,85.2,MODERATE,0.77,1.56,CRITICAL
12.4,23.8,42.0,67.5,102.6,31.7,82.2,994.4,39.0,30.0,3.6,169.2,63.2,3,102.3,HIGH,0.84,1.18,CRITICAL
8.6,20.5,34.1,67.8,105.5,32.8,71.7,1006.5,29.6,21.2,4.7,728.6,64.7,5,60.9,MODERATE,0.58,0.71,HIGH
0.8,1.7,3.3,6.4,11.4,31.9,64.3,1008.3,33.9,4.2,2.6,74.9,32.0,6,42.0,MODERATE,0.37,0.65,HIGH
14.9,33.5,66.4,131.7,196.2,30.8,71.6,997.5,37.1,8.3,1.4,390.0,87.8,5,107.3,HIGH,0.98,1.98,CRITICAL
7.6,17.3,31.6,47.0,62.0,30.6,69.1,1006.3,34.6,8.8,4.1,20.0,44.8,4,75.5,MODERATE,0.75,1.56,CRITICAL
16.4,32.1,49.4,95.6,160.7,35.2,72.8,1005.5,28.3,18.3,1.9,122.1,76.7,3,58.6,MODERATE,0.93,1.76,CRITICAL
6.0,13.6,29.2,46.7,74.1,25.7,75.1,995.3,37.8,17.6,1.2,355.1,52.4,4,98.5,HIGH,0.78,1.29,CRITICAL
15.1,33.7,73.8,103.8,177.3,31.4,71.4,1008.0,25.3,48.3,2.1,246.6,80.5,0,54.7,MODERATE,0.81,0.76,CRITICAL
13.0,32.1,57.7,94.4,126.3,31.5,72.0,1009.8,43.8,30.1,5.3,273.5,64.5,2,71.1,MODERATE,0.76,1.28,CRITICAL
1.6,3.9,7.5,12.8,20.6,34.0,56.6,1014.2,24.4,37.0,2.6,425.6,42.0,2,38.5,LOW,0.1,0.0,LOW
1.4,2.9,5.3,7.7,11.0,29.8,57.2,1014.0,31.0,41.9,1.5,116.6,36.4,1,48.7,MODERATE,0.12,0.0,LOW
29.0,60.0,103.5,178.3,312.2,24.7,77.1,993.3,42.6,31.1,6.5,140.3,87.9,4,112.7,HIGH,0.98,1.3,CRITICAL
12.4,26.0,40.4,76.5,103.6,30.0,76.4,997.0,42.7,9.3,7.8,453.3,56.5,4,89.3,MODERATE,0.82,1.57,CRITICAL
12.7,25.9,47.2,76.7,132.1,32.0,62.4,1009.4,28.4,6.4,2.3,308.7,69.8,6,52.0,MODERATE,0.89,1.7,CRITICAL
10.4,25.2,52.2,84.1,113.1,35.0,71.8,1009.4,46.2,17.3,1.9,20.6,71.8,3,78.8,MODERATE,0.91,1.57,CRITICAL
5.3,14.4,21.7,34.8,45.7,28.1,67.2,1009.4,33.9,23.1,3.6,436.7,53.4,3,63.3,MODERATE,0.38,0.28,MODERATE
0.1,0.3,0.5,1.0,1.5,35.9,55.2,1022.0,20.5,10.8,0.5,382.8,37.3,7,11.2,LOW,0.13,0.0,LOW
1.3,3.1,6.7,9.5,14.0,37.3,57.5,1009.9,22.8,35.9,4.4,46.1,37.4,2,13.8,LOW,0.08,0.0,LOW
7.9,17.5,29.0,48.3,78.0,31.1,54.3,1014.7,23.9,60.2,5.6,538.0,59.2,1,2.0,LOW,0.05,0.0,LOW
1.6,3.5,5.7,8.9,12.2,28.6,63.5,1013.1,24.1,17.2,2.1,295.6,35.0,3,39.8,LOW,0.2,0.0,LOW
0.3,0.8,1.6,3.0,4.6,30.4,53.5,1010.5,42.8,13.0,1.0,102.1,34.8,4,21.9,LOW,0.2,0.0,LOW
10.6,28.5,47.8,69.6,97.7,30.4,75.7,1002.3,32.5,35.3,0.4,326.4,58.1,3,72.6,MODERATE,0.63,0.63,HIGH
5.9,13.5,22.0,36.2,62.6,33.0,62.6,1011.5,23.3,2.4,3.8,358.9,56.8,5,39.6,LOW,0.59,1.06,HIGH
4.0,8.6,15.2,25.0,33.0,28.3,90.0,998.4,38.3,4.5,1.4,975.3,48.0,5,119.6,HIGH,0.64,1.38,CRITICAL
3.4,8.5,15.1,29.2,43.2,34.3,81.7,1003.0,31.7,35.6,2.5,530.0,46.7,1,78.0,MODERATE,0.28,0.0,MODERATE
5.1,10.3,21.7,33.1,53.5,27.3,70.9,1000.9,32.7,25.7,2.0,151.6,58.4,2,79.0,MODERATE,0.62,0.82,HIGH
0.1,0.4,0.7,1.2,2.2,26.4,67.4,1005.7,42.3,11.7,1.0,62.8,37.7,5,64.1,MODERATE,0.41,0.65,HIGH
2.8,7.1,12.8,18.9,32.7,35.8,60.0,1022.0,16.5,41.5,2.8,744.1,45.8,3,2.0,LOW,0.05,0.0,LOW
5.3,10.6,19.8,39.1,68.3,22.8,89.7,989.1,59.4,9.8,2.5,726.1,55.0,5,112.4,HIGH,0.77,1.51,CRITICAL
6.4,17.1,37.0,64.9,86.4,31.0,55.7,1010.8,35.6,20.1,3.7,88.2,52.5,4,26.8,LOW,0.52,0.61,HIGH
16.2,43.5,68.7,122.0,209.9,36.6,70.5,991.3,44.1,20.1,1.3,39.4,85.5,4,122.0,HIGH,0.98,1.79,CRITICAL
8.3,21.9,36.1,59.9,101.3,30.1,68.6,1001.0,37.8,5.7,1.1,487.8,62.6,6,51.6,MODERATE,0.78,1.57,CRITICAL
1.6,3.7,8.1,13.0,22.7,29.1,64.1,1014.3,18.6,8.0,6.2,502.2,41.0,5,29.1,LOW,0.19,0.0,LOW
5.1,10.8,23.4,35.7,52.0,30.6,70.6,1005.5,46.6,46.6,4.5,89.1,52.2,1,63.2,MODERATE,0.28,0.0,MODERATE
6.4,15.3,24.8,43.7,76.7,29.3,81.2,995.8,40.9,5.6,5.5,434.2,52.7,5,81.5,MODERATE,0.75,1.67,CRITICAL
3.2,7.3,11.6,22.9,34.4,30.3,67.4,998.9,37.6,5.4,0.8,139.3,44.8,5,71.7,MODERATE,0.67,1.27,CRITICAL
5.1,10.6,19.0,30.7,49.6,33.1,52.3,1010.8,24.4,13.8,1.2,129.7,49.1,4,32.0,LOW,0.46,0.87,HIGH
6.4,14.4,22.1,42.7,64.5,27.2,77.8,998.8,38.7,3.7,3.3,164.1,53.4,6,85.9,MODERATE,0.83,1.76,CRITICAL
9.7,23.6,46.2,68.8,104.1,35.2,62.9,1006.8,27.8,42.5,7.1,294.2,63.7,1,61.4,MODERATE,0.47,0.25,MODERATE
0.5,1.1,1.6,3.2,5.1,31.3,58.1,1005.4,30.7,3.9,8.1,635.1,29.4,5,48.9,MODERATE,0.16,0.0,LOW
1.3,2.9,4.5,7.2,10.7,31.7,73.7,999.5,45.9,19.3,6.5,277.4,26.6,4,81.4,MODERATE,0.27,0.0,LOW
6.1,11.7,21.5,35.0,59.4,31.4,59.0,1022.0,24.4,9.5,0.5,149.5,46.6,5,33.7,LOW,0.55,0.91,HIGH
4.3,10.7,23.2,38.9,63.0,34.6,63.6,1010.4,24.8,31.4,6.3,833.5,49.7,2,24.8,LOW,0.11,0.0,LOW
8.8,21.3,38.3,70.2,115.4,27.7,79.9,987.8,50.1,18.0,8.3,36.5,60.8,4,119.1,HIGH,0.93,1.72,CRITICAL
4.5,8.8,15.5,28.3,40.1,31.6,66.5,1006.6,42.3,10.8,0.5,621.1,45.7,4,46.0,MODERATE,0.34,0.38,MODERATE
2.0,5.5,12.0,20.3,36.2,27.6,71.1,999.4,33.6,76.3,2.2,598.0,50.4,1,64.0,MODERATE,0.05,0.0,LOW
3.9,7.5,14.0,24.0,39.2,29.2,56.0,1012.2,37.6,3.2,3.0,126.1,49.4,5,38.0,LOW,0.53,0.98,HIGH
0.8,1.8,3.2,4.5,6.3,31.5,70.3,998.3,36.3,17.5,1.2,99.0,39.1,4,77.2,MODERATE,0.43,0.45,MODERATE
6.5,16.4,29.0,45.8,76.8,29.4,71.9,1004.0,37.5,84.1,2.8,804.3,61.0,1,75.9,MODERATE,0.07,0.0,LOW
4.7,12.0,19.6,31.6,43.8,29.1,66.7,1009.3,30.0,23.1,7.9,326.0,42.4,4,40.2,MODERATE,0.22,0.0,LOW
10.8,20.8,38.7,67.2,89.5,30.1,63.5,1012.4,26.3,26.2,7.4,32.9,57.3,4,64.7,MODERATE,0.65,0.77,HIGH
7.1,18.6,33.5,58.2,91.0,31.0,71.7,994.8,53.5,2.6,10.1,856.7,63.1,8,85.6,MODERATE,0.71,1.71,CRITICAL
1.1,3.0,5.0,9.2,14.4,28.7,69.9,1002.2,31.2,2.4,2.6,178.1,36.6,6,55.5,MODERATE,0.45,0.9,HIGH
5.3,12.5,20.1,36.9,51.4,29.8,60.8,1001.0,34.9,2.7,2.2,174.1,47.0,6,46.3,MODERATE,0.62,1.38,CRITICAL
0.9,1.9,3.3,5.2,7.6,30.0,73.8,999.4,39.2,88.3,4.1,406.7,46.4,1,58.3,MODERATE,0.05,0.0,LOW
0.7,1.3,2.4,4.4,7.8,27.9,63.7,1020.0,25.4,72.0,2.2,426.4,37.6,2,8.4,LOW,0.05,0.0,LOW
0.1,0.3,0.5,0.7,1.0,27.5,58.4,1008.4,25.8,9.3,0.4,180.6,44.1,5,43.2,MODERATE,0.32,0.53,MODERATE
7.2,16.1,25.8,47.2,65.1,30.1,74.1,994.3,51.3,8.2,4.8,73.8,43.8,5,99.6,HIGH,0.83,1.66,CRITICAL
0.4,1.0,2.1,3.1,5.6,29.9,64.0,1012.8,23.5,4.8,1.5,320.4,33.4,6,26.7,LOW,0.22,0.0,LOW
1.3,2.9,5.4,9.9,14.3,35.6,61.3,1022.0,11.7,9.2,0.5,387.9,41.0,6,2.1,LOW,0.15,0.0,LOW
9.1,22.2,34.3,58.8,96.5,34.3,59.3,1013.8,29.8,10.3,0.4,762.7,62.0,6,37.5,LOW,0.57,1.12,HIGH
13.6,26.9,53.4,88.8,125.7,30.7,75.3,992.1,41.4,26.8,9.7,266.8,59.3,3,99.3,HIGH,0.83,1.26,CRITICAL
0.5,1.0,1.6,2.9,4.6,34.7,62.0,1000.9,37.4,38.2,1.3,409.3,35.1,3,62.7,MODERATE,0.12,0.0,LOW
0.8,1.6,3.3,4.6,6.9,31.9,60.5,1015.8,16.9,26.7,2.4,36.3,49.3,5,15.2,LOW,0.14,0.0,LOW
12.0,23.3,47.2,72.4,128.8,31.5,83.5,999.0,37.1,20.7,10.8,869.7,71.7,3,90.0,HIGH,0.73,1.14,HIGH
12.9,30.2,59.0,104.5,158.5,29.7,66.9,1008.8,30.9,28.1,2.5,165.6,81.6,3,78.1,MODERATE,0.93,1.49,CRITICAL
0.2,0.4,0.8,1.5,2.3,37.7,63.2,1011.6,27.1,26.1,0.6,395.1,32.4,4,24.9,LOW,0.09,0.0,LOW
16.5,39.3,61.4,100.0,177.3,34.6,76.4,997.1,39.6,13.6,3.1,956.5,85.0,4,94.1,HIGH,0.94,1.84,CRITICAL
5.8,13.6,27.3,42.4,76.2,30.6,68.9,1004.5,32.4,9.4,0.6,647.1,55.9,5,69.2,MODERATE,0.67,1.32,CRITICAL
12.2,29.9,47.7,81.6,110.2,28.0,85.9,978.0,57.1,8.0,0.6,400.8,70.9,4,126.9,HIGH,0.96,1.83,CRITICAL
33.5,72.7,126.4,224.1,384.9,32.9,79.6,996.3,41.2,22.5,7.0,477.1,95.4,4,118.5,HIGH,0.98,1.72,CRITICAL
10.7,23.4,50.5,83.5,124.5,30.0,71.4,1002.9,54.1,59.6,1.5,979.1,71.3,3,62.3,MODERATE,0.27,0.0,LOW
20.0,42.9,79.5,153.2,244.6,27.6,77.0,994.4,53.4,17.7,4.3,650.3,90.4,6,112.8,HIGH,0.98,1.92,CRITICAL
0.5,1.2,2.6,4.5,6.6,34.8,52.6,1018.9,14.5,45.9,2.8,372.7,28.4,1,13.2,LOW,0.05,0.0,LOW
9.9,20.0,31.3,44.5,66.7,29.2,84.7,992.8,40.1,2.3,1.2,423.5,44.8,6,86.4,MODERATE,0.78,1.79,CRITICAL
8.3,15.9,29.2,44.7,61.7,30.6,74.8,1001.3,52.9,30.5,2.9,75.5,52.4,3,89.9,MODERATE,0.65,0.72,HIGH
2.3,5.5,8.4,14.1,22.4,28.7,64.9,1006.1,32.2,36.6,0.6,256.4,45.5,1,42.8,MODERATE,0.16,0.0,LOW
2.9,7.7,15.0,27.3,43.0,28.1,63.8,1017.3,21.0,19.9,1.8,151.1,53.5,3,29.1,LOW,0.35,0.4,MODERATE
2.9,6.8,10.6,16.3,22.7,29.6,75.7,992.8,52.0,50.9,2.9,229.9,36.8,0,101.1,HIGH,0.23,0.0,LOW
0.4,1.0,1.7,3.4,5.3,34.3,56.7,1014.9,20.3,18.0,1.2,427.5,28.9,4,13.8,LOW,0.09,0.0,LOW
2.9,7.0,11.7,18.6,33.3,30.1,64.7,1005.1,32.6,7.0,4.1,76.4,48.8,6,49.3,MODERATE,0.52,0.93,HIGH
10.9,25.1,50.8,87.3,144.7,33.1,66.3,996.7,63.6,6.4,0.5,21.7,70.7,4,100.9,HIGH,0.98,1.87,CRITICAL
14.6,36.0,58.2,82.1,126.4,29.5,67.8,1008.9,32.3,16.6,2.6,207.2,61.9,5,37.5,LOW,0.77,1.4,CRITICAL
2.8,7.2,15.0,29.0,50.9,28.3,58.0,1006.7,27.0,44.7,4.7,162.8,46.5,3,61.7,MODERATE,0.24,0.0,LOW
7.7,16.0,25.5,47.8,75.8,29.8,66.4,999.9,33.7,3.4,2.3,222.3,53.3,7,52.3,MODERATE,0.74,1.52,CRITICAL
0.5,1.1,1.7,2.6,3.5,30.6,57.7,1005.6,28.6,18.7,7.6,1032.2,42.6,4,36.2,LOW,0.05,0.0,LOW
18.5,38.4,68.3,133.8,210.6,32.2,70.7,1001.7,42.4,28.4,3.8,481.6,94.3,3,84.8,MODERATE,0.97,1.56,CRITICAL
5.3,12.1,26.4,41.9,58.2,28.9,67.0,1006.0,29.2,4.2,11.4,165.7,47.3,7,64.6,MODERATE,0.6,1.24,CRITICAL
6.9,18.0,28.4,51.6,86.9,34.9,62.4,1010.6,21.8,4.2,1.5,90.1,65.9,6,48.2,MODERATE,0.83,1.83,CRITICAL
1.9,4.1,6.4,12.1,21.6,37.4,52.6,1018.5,36.7,10.2,10.1,381.2,41.6,4,21.6,LOW,0.15,0.0,LOW
2.8,6.1,12.4,22.9,34.0,29.1,71.0,994.5,39.6,7.8,3.6,422.2,49.6,6,76.7,MODERATE,0.55,1.01,HIGH
1.0,2.6,4.4,8.6,13.1,36.1,57.3,1022.0,10.1,6.0,5.1,266.1,45.2,5,30.0,LOW,0.26,0.0,LOW
39.0,90.3,180.8,346.8,524.0,25.8,79.0,988.4,46.5,6.0,8.4,105.9,88.7,4,141.1,HIGH,0.98,1.94,CRITICAL
0.7,1.6,2.7,5.4,7.8,33.2,71.1,1003.7,30.8,4.5,3.1,26.0,40.0,6,76.2,MODERATE,0.57,1.21,CRITICAL
4.9,12.7,23.2,35.0,59.4,34.0,60.1,1010.0,26.7,19.0,7.2,132.3,49.3,4,38.0,LOW,0.39,0.37,MODERATE
20.1,46.2,77.8,123.2,198.1,33.2,67.5,1007.4,45.2,23.0,3.0,247.2,94.1,3,44.2,MODERATE,0.95,1.59,CRITICAL
3.5,8.6,15.6,27.8,37.0,29.9,79.2,999.7,49.7,23.8,3.5,604.3,45.6,4,97.4,HIGH,0.42,0.42,MODERATE
15.7,30.9,63.1,116.1,199.6,23.1,72.9,1003.2,34.1,15.7,2.4,745.5,94.7,4,80.2,MODERATE,0.96,1.95,CRITICAL
21.4,43.8,89.0,153.1,213.4,28.5,69.8,1000.8,35.9,57.0,0.9,217.4,97.6,0,84.2,MODERATE,0.94,1.05,CRITICAL
12.1,26.9,50.0,72.2,129.2,28.4,73.8,1000.0,39.0,40.2,3.1,619.3,73.3,3,75.6,MODERATE,0.66,0.49,HIGH
1.1,2.5,5.3,10.1,15.0,29.2,61.6,1012.2,22.2,58.9,13.6,1920.2,38.7,1,31.6,LOW,0.05,0.0,LOW
2.3,6.3,10.5,20.8,33.5,31.4,66.1,1008.0,24.7,10.9,5.7,494.2,43.8,6,42.4,MODERATE,0.27,0.0,LOW
0.3,0.8,1.4,2.3,3.1,28.8,71.6,999.1,55.8,39.8,5.1,510.6,21.1,2,78.2,MODERATE,0.08,0.0,LOW
7.1,18.4,35.5,54.5,80.3,29.7,61.6,1012.6,21.2,27.9,3.9,928.1,53.5,3,26.7,LOW,0.17,0.0,LOW
11.5,24.9,48.1,67.9,115.5,28.4,67.5,1007.6,26.5,9.5,1.8,171.8,71.4,4,67.8,MODERATE,0.9,1.75,CRITICAL
3.5,9.4,14.4,22.2,34.2,29.8,58.1,1011.9,25.4,4.0,1.0,19.3,49.3,6,60.6,MODERATE,0.68,1.32,CRITICAL
1.8,4.3,8.3,15.1,26.4,34.2,59.2,1010.4,27.3,22.7,1.2,1664.6,38.6,4,31.6,LOW,0.05,0.0,LOW
0.6,1.4,2.5,4.9,7.7,28.1,67.2,998.0,34.7,4.6,0.3,271.2,37.9,7,50.0,MODERATE,0.38,0.73,HIGH
9.8,24.2,48.9,71.3,125.7,28.7,64.3,1000.2,33.5,8.3,4.2,600.3,68.6,4,68.7,MODERATE,0.85,1.73,CRITICAL
4.5,8.7,18.0,31.1,55.8,30.4,57.4,1011.4,24.7,14.5,6.1,651.1,53.8,4,39.8,LOW,0.29,0.0,MODERATE
12.6,25.3,47.8,86.8,132.6,32.2,65.2,1010.2,31.3,22.5,1.4,207.5,82.5,3,59.0,MODERATE,0.88,1.34,CRITICAL
8.0,20.4,30.6,48.0,75.9,31.8,64.2,1004.8,29.6,48.9,0.6,311.1,59.4,0,78.7,MODERATE,0.44,0.1,MODERATE
12.2,29.5,57.5,100.1,171.9,23.2,70.3,1006.0,30.8,18.2,1.7,310.0,78.9,3,76.9,MODERATE,0.95,1.78,CRITICAL
4.2,9.2,18.6,34.1,48.1,34.7,60.1,1015.9,22.8,22.0,1.5,109.5,47.8,3,8.8,LOW,0.26,0.0,LOW
6.8,15.6,26.0,49.6,85.8,33.6,62.7,1000.0,50.1,8.7,2.4,62.6,65.6,5,55.9,MODERATE,0.82,1.73,CRITICAL
3.2,8.5,15.4,25.8,41.1,28.7,68.1,1009.7,25.8,22.9,1.4,313.0,39.3,4,54.7,MODERATE,0.34,0.3,MODERATE
18.9,45.5,99.0,183.0,304.3,28.0,73.9,1003.3,30.3,12.4,1.8,63.6,86.9,6,75.4,MODERATE,0.98,1.91,CRITICAL
6.9,15.3,26.2,41.4,55.5,29.3,65.0,1003.1,34.7,37.0,8.6,176.4,53.8,1,81.1,MODERATE,0.39,0.17,MODERATE
2.0,4.0,6.6,10.1,17.0,30.1,63.2,1014.3,28.8,11.0,1.7,93.2,46.2,5,25.1,LOW,0.31,0.47,MODERATE
0.3,0.7,1.1,1.7,2.4,32.2,58.7,1012.0,21.1,13.4,5.7,481.4,38.7,8,43.8,MODERATE,0.15,0.0,LOW
1.5,4.1,7.8,12.7,21.5,26.8,63.5,1011.9,24.7,12.2,3.7,796.2,37.9,4,31.8,LOW,0.13,0.0,LOW
1.4,3.2,6.9,9.9,15.3,29.4,53.4,1016.1,16.2,32.0,1.7,342.8,41.9,3,22.6,LOW,0.1,0.0,LOW
1.7,3.8,7.3,11.4,16.4,34.6,59.4,1005.2,27.5,57.3,6.3,215.6,41.6,1,37.7,LOW,0.05,0.0,LOW
1.1,2.6,4.4,7.8,13.9,29.2,62.0,1010.8,26.7,9.1,3.5,2179.7,40.6,4,46.7,MODERATE,0.05,0.0,LOW
5.7,14.9,29.0,51.8,87.2,33.4,70.0,1002.4,32.9,13.6,0.3,23.1,58.5,5,81.4,MODERATE,0.87,1.72,CRITICAL
1.0,2.4,4.7,6.8,12.2,31.9,64.3,1007.8,39.5,24.0,0.5,152.9,38.6,4,54.4,MODERATE,0.27,0.0,LOW
9.9,24.3,46.5,73.1,108.4,26.0,63.5,1003.9,35.9,42.6,5.2,139.1,60.3,2,86.5,MODERATE,0.68,0.59,HIGH
4.1,9.0,14.6,25.3,41.2,32.4,65.9,1005.8,31.4,14.3,2.4,182.3,58.7,6,47.4,MODERATE,0.5,0.9,HIGH
4.5,8.7,16.9,26.9,43.1,31.1,65.8,1010.1,26.4,4.1,2.1,114.6,47.7,6,48.3,MODERATE,0.6,1.1,HIGH
1.5,3.9,7.0,11.5,18.9,28.6,73.8,998.0,40.0,10.3,0.9,131.6,43.0,4,88.2,MODERATE,0.63,1.28,CRITICAL
0.4,1.1,1.7,3.1,4.1,33.6,55.9,1022.0,10.3,16.4,0.9,128.2,35.0,3,2.0,LOW,0.12,0.0,LOW
4.8,12.9,24.2,34.0,49.2,30.7,72.0,996.4,54.0,11.7,5.9,282.8,52.8,5,87.0,MODERATE,0.66,1.31,CRITICAL
18.9,50.2,110.1,172.4,302.5,31.0,82.6,994.7,89.0,5.7,6.5,203.5,83.5,4,131.4,HIGH,0.98,2.21,CRITICAL
3.4,8.7,15.3,22.7,34.3,35.0,54.8,1014.8,18.9,2.7,3.2,402.5,35.7,6,36.9,LOW,0.35,0.8,HIGH
1.2,3.0,6.6,9.7,17.3,32.6,65.6,1011.7,21.5,22.9,1.5,289.5,39.6,4,54.3,MODERATE,0.25,0.0,LOW
5.8,14.9,23.3,46.0,64.8,28.0,70.2,1010.3,23.2,90.6,9.7,92.0,63.1,0,41.9,MODERATE,0.05,0.0,LOW
1.5,3.6,7.2,11.7,21.1,30.2,66.7,1010.3,30.6,47.3,3.7,646.2,46.8,1,50.4,MODERATE,0.07,0.0,LOW
29.6,59.5,93.9,161.2,265.8,38.0,67.6,1004.9,36.2,22.7,5.9,257.8,86.0,6,62.6,MODERATE,0.98,1.67,CRITICAL
27.3,60.4,102.2,188.2,317.7,31.5,71.9,997.4,50.3,35.2,0.3,78.2,92.6,3,91.5,HIGH,0.98,1.52,CRITICAL
6.2,16.7,31.7,45.3,67.8,36.7,73.2,1005.6,37.9,7.3,2.4,84.4,50.5,6,66.2,MODERATE,0.76,1.48,CRITICAL
9.0,19.7,37.8,58.3,102.3,33.4,66.0,999.2,38.1,19.5,7.5,620.9,65.3,4,86.8,MODERATE,0.71,1.08,HIGH
4.9,12.8,26.2,49.7,78.2,32.4,57.1,1013.3,26.5,3.1,1.7,476.3,59.0,5,40.7,MODERATE,0.65,1.34,CRITICAL
8.8,17.4,33.5,64.3,105.4,31.3,67.5,1003.8,38.0,24.1,4.8,283.4,68.6,4,66.6,MODERATE,0.74,1.2,CRITICAL
12.5,27.0,51.8,84.1,113.3,29.6,80.3,998.0,40.3,65.0,4.1,153.9,58.3,2,98.2,HIGH,0.54,0.1,HIGH
25.8,56.3,120.3,195.5,315.9,26.0,72.6,1002.3,35.3,37.5,0.9,249.5,83.7,2,92.8,HIGH,0.98,1.32,CRITICAL
4.3,8.3,15.1,28.0,48.7,31.2,60.9,1008.5,32.1,15.8,5.5,399.5,48.0,3,50.8,MODERATE,0.37,0.68,HIGH
8.3,16.5,27.4,43.3,60.1,33.1,70.8,1000.2,38.8,30.0,0.7,818.4,46.4,2,68.5,MODERATE,0.29,0.0,MODERATE
16.4,33.8,54.5,80.1,133.7,28.2,71.0,998.0,42.8,53.9,4.9,323.4,66.2,1,75.1,MODERATE,0.59,0.1,HIGH
6.0,15.5,27.6,43.0,56.4,32.0,63.3,1007.1,32.9,6.4,16.8,138.1,51.9,6,51.4,MODERATE,0.46,0.98,HIGH
9.2,17.9,35.9,58.6,103.2,33.1,71.8,1007.1,35.4,30.4,11.4,31.6,58.8,2,54.6,MODERATE,0.57,0.65,HIGH
1.9,4.0,6.2,8.8,15.8,27.8,65.1,1000.7,40.0,7.7,5.9,88.3,50.6,4,72.3,MODERATE,0.54,1.02,HIGH
4.5,8.5,13.6,22.9,33.9,29.0,79.8,1001.0,37.3,39.7,3.0,414.1,41.6,3,98.1,HIGH,0.31,0.1,MODERATE
1.1,2.7,4.2,7.8,10.6,28.4,71.1,1007.0,34.5,3.9,4.2,81.5,36.6,7,64.8,MODERATE,0.48,0.96,HIGH
8.5,20.4,38.9,66.5,108.4,26.9,83.8,992.7,44.7,5.5,4.9,264.6,66.3,4,82.6,MODERATE,0.9,2.04,CRITICAL
6.4,15.5,25.9,37.4,49.2,25.8,75.7,993.0,41.8,25.0,0.3,471.2,41.0,4,85.5,MODERATE,0.47,0.58,MODERATE
51.6,113.5,183.5,305.3,470.6,27.6,72.6,998.9,33.6,5.5,0.7,155.0,92.5,6,112.1,HIGH,0.98,2.07,CRITICAL
5.8,12.0,23.0,42.0,60.3,34.0,62.8,1003.2,35.8,5.1,3.5,435.3,53.3,4,42.6,MODERATE,0.53,1.04,HIGH
8.4,20.7,42.1,60.4,92.9,28.8,63.8,1007.6,31.8,16.6,0.3,345.6,58.8,4,55.4,MODERATE,0.71,1.4,CRITICAL
1.2,3.0,5.2,7.5,9.8,32.7,61.0,1017.5,43.2,34.4,8.7,234.6,39.1,5,38.3,LOW,0.08,0.0,LOW
9.7,19.5,37.1,60.2,79.9,30.4,69.2,1012.3,23.5,7.6,2.7,879.7,59.1,4,66.5,MODERATE,0.6,1.27,CRITICAL
